File Count,Time (seconds)
1,3.783653736114502
2,2.8380651473999023
3,3.0124173164367676
4,2.107022285461426
5,2.328579902648926
6,3.2623231410980225
7,3.6474664211273193
8,3.712170362472534
9,4.044861078262329
10,4.159807205200195
11,4.472553253173828
12,4.675530195236206
13,4.918532371520996
14,5.050520658493042
15,5.102144002914429
16,5.3153839111328125
