Time (seconds)
5.984981298446655
8.556021690368652
9.793911933898926
10.219803810119629
11.475704193115234
18.395533084869385
19.21807289123535
21.156038761138916
21.825071334838867
22.415528297424316
24.244045972824097
25.549174547195435
26.464866876602173
26.73696732521057
27.550123929977417
28.334386825561523
