Time (seconds)
8.517165899276733
14.082382202148438
14.636098623275757
14.201856136322021
16.25778818130493
19.853711128234863
22.63241195678711
23.587051391601562
26.719003915786743
26.890557289123535
30.142860651016235
29.428775310516357
29.79435968399048
35.4315140247345
31.309287309646606
35.830785274505615
33.50967836380005
36.14309620857239
37.167866706848145
47.32550644874573
56.272443771362305
58.88118314743042
58.938509464263916
51.1524498462677
52.7994544506073
54.132920026779175
56.754242181777954
61.132102489471436
62.92140221595764
59.26104283332825
60.88026666641235
62.54722309112549
